Ticker,Category,Info,Address,Link
AAS,Tài chính,"SmartInvest được biết đến như một Công ty có hệ thống core giao dịch  hiện đại, thường xuyên được nâng cấp và được nhà đầu tư tín nghiệm nhờ chất lượng dịch vụ an toàn, ổn định cùng với sự hỗ trợ của các dịch vụ tư vấn đầu tư, phân tích và thông tin nhanh nhạy trên thị trường chứng khoán. Bên cạnh đó, trụ sở Công ty ở vị trí trung tâm Hà Nội, khu vực tập trung sự phát triển năng động, SmartInvest có những lợi thế nhất định trong việc thu hút khách tiềm năng.","Tầng 2,3,4  số 31-33-35-37 ngõ 180 Nguyễn Lương Bằng, Quang Trung, Đống Đa, HN",https://www.sisi.com.vn/
ABB,Tài chính,"Năm 2018, ABBank tự hào nhận giải thưởng Ngân hàng phát triển Bán lẻ tốt nhất VN 2018 Năm thứ 3 liên tiếp và giải thưởng Ngân hàng Dịch vụ khách hàng tốt nhất VN 2018 do tạp chí Global Bnaking and Finance Review trao tặng. Trong năm 2019, Ngân hàng tiếp tục được Moody's duy trì đánh giá chung ở mức B1. Ngày 28/05/2019, ABBank là 1 trong 7 Ngân hàng đầu tiên chuyển đổi thành công thẻ từ nội địa sang thẻ chip nội địa theo tiêu chuân VCCS của Ngân hàng nhà nước VN","Tầng 1,2,3 Tòa nhà Geleximco, số 36 Hoàng Cầu, phường Ô Chợ dừa, quận Đống Đa, Hà Nội",www.abbank.vn
AFX,Hàng tiêu dùng,"Công ty có lợi thế cạnh tranh là nằm trên địa bàn vùng trọng điểm lúa gạo, kinh nghiệm thương trường nhiều năm (xuất gạo từ năm 1990), cơ sở hạ tầng chế biến, bảo quản đồng bộ hoàn chỉnh và liên tục được công nhận là doanh nghiệp xuất khẩu uy tín từ năm 2004 đến nay. Đối thủ cạnh tranh là Công ty các thành viên của Tổng Công ty Lương thực Miền Nam, Tổng Công ty Lương thực Miền Bắc, Công ty TNHH Đầu tư Sản xuất Thương mại Dịch vụ Phan Minh, Công ty TNHH SX TM Phương Quân, Công ty TNHH MTV DL TM Kiên Giang, Công ty CP Tập Đoàn Intimex, Công ty CP XNK An Giang (Angimex – AGM), …","Số 2045, đường Trần Hưng Đạo, khóm Thạnh An, Phường Mỹ Thới, Thành phố Long Xuyên, Tỉnh Anh Giang",www.afiex.com.vn
AMS,Công nghiệp,"Sau 8 năm thành lập, Cong ty đã và đang đạt được những kết quả và thành công đáng kể. Doanh thu và Tổng tài sản tăng trưởng cao. Doanh thu năm 2015 là 742 tỷ đồng. Thuộc nhóm Top đầu trong ngành cơ khí. Công ty trở thành địa chỉ tin cậy của nhiều Công ty. Nhà thầu trong và ngoài nước như JEL, Marubeni...Bộ máy quản lý tinh gọn, nhiều kinh nghiệm làm việc, năng động, đội ngũ kỹ sư, kỹ thuật giỏi, chuyên nghiệp, đội ngũ công nhân đầy nhiệt huyết, nhiều thợ hàn và thợ lành nghề đạt chứng chỉ quốc tế, đã từng tham gia nhiều công trình lớn, trọng đại của Việt Nam. Cùng đó là dây chuyền công nghệ mới, được đầu tư thiết hiện đại, liên tục có những cải tiến kỹ thuật phục vụ sản xuất.","K35 quốc lộ 10, xã Quốc Tuấn, huyện An Lão, thành phố Hải Phòng",www.amecc.com.vn
ANT,Hàng tiêu dùng,"Doanh nghiệp dẫn đầu và cũng là doanh nghiệp có trang thiết bị máy móc hiện đại nhất trong lĩnh vực rau quả đông lạnh IQF tại Đồng Bằng Sông Cửu Long và phía Nam. Có kinh nghiệm trên 20 năm trong sản xuất, chế biến và xuất khẩu các loại rau quả đông lạnh IQF và đóng hộp. Có nhà xưởng và thiết bị hiện đại được nhập khẩu trực tiếp 100% từ Mỹ, Đan Mạch, Thụy Điển có tổng công suất 25.000 tấn/năm. Ngoài ra, Công ty còn được nhiều khách hàng trong và ngoài nước đánh giá có uy tín về chất lượng sản phẩm và hệ thống quản lý tốt như ISO, BRC FOODS, IFS, KOSHER, HALAL, SEDEX, GLOBAL GAP.","Số 67-71-73 Nguyễn Huệ, phường Mỹ Long, thành phố Long Xuyên, tỉnh An Giang",www.antesco.com
APF,Hàng tiêu dùng,"CTCP Nông sản Thực phẩm Quảng Ngãi hiện là một trong những doanh nghiệp lớn trong ngành sản xuất kinh doanh nông sản. Các sản phẩm nông sản của Công ty đã khẳng định được thương hiệu đối với thị trường trong nước và khu vực. Công ty cổ phần Nông sản Thực phẩm Quảng Ngãi hoạt động với mục tiêu phát triển ngày càng lớn mạnh, kinh doanh có hiệu quả, tập trung đầu tư nguồn lực về con người và tài chính để mở rộng thị trường, đổi mới công nghệ thiết bị để nâng cao chất lượng sản phẩm Tinh bột sắn và Cồn thực phẩm, phấn đấu trở thành một trong những nhà sản xuất và cung cấp tinh bột sắn hàng đầu khu vực.","48 Phạm Xuân Hòa, phường Trần Hưng Đạo, thành phố Quảng Ngãi, tỉnh Quảng Ngãi, Việt Nam",http://www.apfco.com.vn
BCA,Vật liệu cơ bản,"Công ty có thời gian hoạt động hơn 16 năm trong ngành, với kinh nghiệm và bề dày hoạt động trên khu vực miền Bắc và uy tín của mình, các sản phẩm phôi thép và thép được các khách hàng lựa chọn tin dùng nhiều năm nay. Mặc dù quy mô Công ty trong ngành thép chỉ ở mức trung bình nhưng Công ty đã tạo dựng được mạng lưới đối tác, khách hàng thường xuyên trong khu vực.","Km 77+500, Kim Liên, Kim Thành, Hải Dương",www.bch.com.vn
BMS,Tài chính,"Công ty có Vốn điều  lệ là 500 tỷ đồng được phép thực hiện tất cả các nghiệp vụ của Công ty chứng khoán. Trong tương lai Công ty sẽ hướng tới nhóm 20 Công ty chứng khoán có vốn điều lệ cao nhất, cung cấp đa dạng sản phẩm dịch vụ với chất lượng tốt nhất có thể.","Lầu 3 - Tòa nhà PaxSky - 34A Phạm Ngọc Thạch, P.6, Q.3, Tp Hồ Chí Minh",www.bmsc.com.vn
BOT,Công nghiệp,"Với thế mạnh là một doanh nghiệp được thành lập từ các cổ đông là pháp nhân có kinh nghiệm lâu năm trong lĩnh vực thi công xây dựng và năng lực tài chính mạnh, đội ngũ Ban lãnh đạo có kinh nghiệm trong hoạt động quản lý doanh nghiệp và có kiến thức chuyên sâu liên quan đến xây dựng. Công ty đã tham gia và thắng thầu dự án BOT Cầu Thái Hà. Hiện tại Công ty chỉ thực hiện đầu tư triển khai dự án BOT Cầu Thái Hà thuộc địa bàn tỉnh Hà Nam và Thái Bình.","Thôn Phú Vật, xã Tiến Đức, huyện Hưng Hà, tỉnh Thái Bình",botcauthaiha.com.vn
BSR,Dầu khí,"BSR hiện là nhà máy lọc dầu đang được vận hành duy nhất tại Việt Nam với công suất thiết kế là 6,5 triệu tấn dầu thô mỗi năm và vốn đầu tư được phê duyệt là 3 tỷ USD. Hàng năm, nhà máy cung cấp khoảng 30% nhu cầu xăng dầu của cả nước. Với vị thế là nhà máy lọc dầu duy nhất hoạt động tại Việt Nam, BSR hiện tiêu thụ khoảng trên 40% sản lượng dầu khai thác nội địa. Việc nhà máy đi vào vận hành giúp Việt Nam hoàn thiện chuỗi ngành khai thác – chế biến dầu khí.","208 Đại lộ Hùng Vương, phường Trần Phú, thành phố Quảng Ngãi, tỉnh Quảng Ngãi",www.bsr.com.vn
BTN,Công nghiệp,"Công ty là một đơn vị luôn đi đầu trong lĩnh vực sản xuất vật liệu xây dựng và không ngừng đổi mới công nghệ, nâng cao chất lượng kinh doanh. Chất lượng sản phẩm luôn được Công ty chsu trọng cải thiện góp phần tạo niềm tin cho người tiêu dùng vào sản phẩm gạch Tuy nên Bình Định. Công ty có nhiều năm kinh nghiệm trong lĩnh vực sản xuất vật liệu xây dựng và luôn đi tắt đón đầu trong lĩnh vực chuyển đổi sản phẩm mới phù hợp thích nghi với người tiêu dùng và điều kiện môi trường như đầu tư vào việc xây dựng Nhà máy gạch không nung với hai dây chuyền sản xuất.","Km 1215, quốc lộ 1A, xã Phước Lộc, huyện Tuy Phước, tỉnh Bình Định",www.tuynenbinhdinh.com.vn
BVB,Tài chính,"Trải qua 27 năm hoạt động, với nhiều thay đổi, đến nay với tầm nhìn và chiến lược kinh doanh đúng đắn, Ngân hàng TMCP Bản Việt đang dần khẳng định vị thế của mình trên thị trường tài chính ngân hàng với khả năng đáp ứng linh hoạt các nhu cầu đa dạng về sản phẩm dịch vụ, tiện ích của Khách hàng với đội ngũ nhân sự năng động.","Tòa nhà HM Town, 412 Nguyễn Thị Minh Khai, phường 5, quận 3, thành phố Hồ Chí Minh",https://www.vietcapitalbank.com.vn/
BVG,Vật liệu cơ bản,"Sau 11 năm hoạt động và phát triển công ty đã tìm được vị thế của mình trên thương trường, với các sản phẩm chủ đạo như sản phẩm cầu trục thương hiệu DAMSAN, thép cán nóng và thép tấm, ống thép hàn đen và mạ, sản phẩm nhựa cao cấp, sản phẩm khuân mẫu,...Hiện nay công ty đang nắm quyền kiểm soát hoặc cổ phần chi phối của 6 công ty con.","Tầng 1, số nhà SH01, tòa nhà AZ Sky, KĐT mới Định Công, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam.",bacvietgroup.com
C4G,Công nghiệp,"CIENCO4 là đơn vị hàng đầu trong lĩnh vực xây dựng cơ sở hạ tầng và là đối tác uy tín của nhiều tổ chức trong nước và quốc tế như ADB, Worldbank, Jica, Bộ giao thông vận tải...CIENCO4 là nhà thầu được Bộ giao thông vận tải xếp hạng cao nhất trong làm chủ đầu tư các dự án xây dựng cơ sở hạ tầng giai đoạn 2012 – 2015. Với năng lực, thi công đã được khẳng định qua bề dày lịch sử và các công trình lớn, CIENCO4 là nhà thầu đã trúng thầu các dự án quy mô lớn sử dụng vốn vay ODA từ các tổ chức uy tín và yêu cầu chất lượng xây dựng cao.","Tầng 10 – 11, tòa nhà ICON4, số 243A Đê La Thành, phường Láng Thượng, quận Đống Đa, thành phố Hà Nội",http://www.CIENCO4.vn
CBI,Vật liệu cơ bản,"CTCP Gang thép Cao Bằng là một đơn vị mới gia nhập ngành sản xuất phôi thép nhưng bước đầu đã khẳng định được chất lượng sản phẩm. Hiện nay, sản phẩm phôi thép của Công ty đã được hầu hết các Nhà máy thép trong nước như: CTCP gang thép Thái Nguyên; Cán Thép Lưu Xá; Cán thép Việt Úc; Cán thép Thái Hưng….. tiêu thụ và được các khách hàng đánh giá chất lượng tốt. Sản phẩm gang đúc của Công ty đã được xuất khẩu đi thị trường Ấn Độ, Đài Loan.","Số 52 phố Kim Đồng, phường Hợp Giang, thành phố Cao Bằng, tỉnh Cao Bằng",gtcb.com.vn
CDO,Công nghiệp,"Kinh doanh khách sạn dịch vụ: Trong hoạt động này CDO bước đầu định vị đối thủ cạnh tranh là nhóm những khách sạn 4 -5 sao nằm trong nội thành Hà Nội. Tới đầu năm 2016, thị trường Hà Nội có khoảng 9.231 phòng khách sạn từ 3-5 sao. Là khách sạn ra đời sau song với vị trí thuận lợi và chính sách giá cả linh hoạt, CDO phấn đấu đạt hệ số sử dụng phòng 90% năm 2016 nằm trong top khách sạn hoạt động hiệu quả tại Hà Nội. Đối với mảng kinh doanh vật liệu xây dựng, công ty là một nhà cung cấp tầm trung với phân khúc khách hàng tầm trung. Qua nhiều năm hoạt động công ty đã tạo được thương hiệu, uy tín trong ngành xây dựng.","194 Đường Bưởi, Cống Vị, Ba Đình, HN",http://cddc.vn/
CEN,Dịch vụ tiêu dùng,"Quy mô tổng tài sản cũng như nguồn vốn chủ sở hữu của Công ty hiện tại còn nhỏ so với các doanh nghiệp cùng ngành trên thị trường, hoạt động kinh doanh chưa đa dạng. Công ty chủ yếu tập trung vào lĩnh vực buôn bán tổng hợp, phân phối thiết bị y tế, vật liệu xây dựng. Trong dài hạn, Công ty tìm kiếm thêm cơ hội phát triển  hoạt động kinh doanh các lĩnh vực, ngành nghề khác để có thể tối ưu hóa lợi nhuận và mang lại lợi ích cho cổ đông Công ty.","Lô 45-50B, Thủy Hoa, P. Duyên Hải, Tp. Lào Cai, Tỉnh Lào Cai",Cencon.vn
CLX,Dịch vụ tiêu dùng,"Tổ hợp Công ty mẹ - Công ty con Cholimex hoạt động trong và ngoài nước: đầu tư tài chính, đầu tư kinh doanh hạ tầng khu công nghiệp, thực phẩm chế biến, xây dựng, thương mại, dịch vụ, phân phối hàng hóa...Trải qua quá trình hình thành và phát triển hơn 35 năm, đến nay Công ty Cholimex đã trở thành thương hiệu có uy tín, được nhiều người tiêu dùng và các nhà đầu tư trong và ngoài nước biết đến. Trong quá trình hoạt động, Công ty đã tạo dựng được mối quan hệ tốt với các cơ quan quản lý nhà nước ở Trung ương, các tỉnh thành, địa phương và các tổ chức tài chính, ngân hàng, các đối tác kinh doanh và ngoài nước.","631-633 Nguyễn Trãi, phường 11, quận 5, thành phố Hồ Chí Minh",www.cholimex.com.vn
CST,Vật liệu cơ bản,"Trước khi bị hợp nhất  CTCP Than Cao Sơn - Vinacomin và CTCP Than Tây Nam Đá Mài - Vinacomin luôn duy trì vị thế là một trong những doanh nghiệp là một trong những công ty con đóng góp lượng doanh thu lớn cho Tập đoàn Công nghiệp Than Khoáng sản Việt Nam. Trong năm 2018, Tổng sản lượng tiêu thụ của Công ty CP Than Cao Sơn - Vinacomin đạt hơn 3,25 triệu tấn, đóng góp hơn 8% tổng sản lượng tiêu thụ của Tập đoàn. Sau khi hợp nhất với CTCP Than Tây Nam Đá Mài - Vinacomin hình thành CTCP Than Cao Sơn - TKV , Công ty sau hợp nhất sẽ tiếp tục giữ vứng vị thế cũ và có thêm nhiều điều kiện để nâng cao hơn vị thế của mình.","Toor 1, Khu Cao Sơn 2, Phường Cẩm Sơn - Thành phố Cẩm Phả - Tỉnh Quảng Ninh",http://www.thancaoson.com.vn/
CTR,Viễn thông,"Công ty dẫn đầu trong lĩnh vực xây lắp các công trình viễn thông trong nước. Công ty đã xây dựng hệ thống hạ tầng mạng lưới viễn thông của Viettel bao phủ 100% các huyện và hầu hết các xã trong cả nước. Hiện nay, Công ty đang từng bước phát triển ngành nghề mới vận hành khai thác hạ tầng mạng lưới viễn thông trong nước và tiến tới vận hành khai thác mạng lưới viễn thông nước ngoài, Công ty xác định đây là sự dịch chuyển lớn rất quan trọng đối với sự phát triển bền vững của Công ty trong tương lai.","Số 1 Giang Văn Minh, Phường Kim Mã, Quận Ba Đình, Hà Nội",congtrinhviettel.com.vn
DDV,Vật liệu cơ bản,"Công ty Cổ phần DAP-VINACHEM là một trong những doanh nghiệp sản xuất phân bón hàng đầu tại Việt Nam. Hoạt động trong lĩnh vực sản xuất phân bón, là đơn vị đầu tiên sản xuất phân bón DAP ở Việt Nam, sản phẩm phân bón DAP ĐÌNH VŨ của Công ty là phân bón cao cấp hỗn hợp, ngoài ra còn là nguyên liệu để sản xuất của các loại phân bón NPK phục vụ ngành sản xuất nông nghiệp, lâm nghiệp trong nền kinh tế quốc dân.Trong vài năm trở lại đây, cùng với xu thế hội nhập kinh tế khu vực và thế giới, ngành hóa chất, phân bón có thêm nhiều doanh nghiệp được thành lập, điều này làm tăng sự khốc liệt của việc cạnh tranh trên thị trường. Nhưng với vị thế của một Công ty lớn, sản phẩm chất lượng tốt, giá thành sản phẩm hợp lý, nên Công ty vẫn gia tăng được thị phần sản phẩm và từng bước được khách hàng ưa chuộng, tạo được uy tín trên thị trường.","Lô N5.8, Khu công nghiệp Đình Vũ, Thuộc khu kinh tế Đình Vũ, Cát Hải, Phường Đông Hải 2, Quận Hải An, TP. Hải Phòng",www.dapdinhvu.com.vn
DFF,Công nghiệp,"Trải qua hơn 11 năm phấn đấu và phát triển, Công ty đã từng bước khẳng định năng lực của mình trong lĩnh vực nền móng và xây dựng. Vươn mình từ một công ty xây dựng non trẻ do Kỹ sư Lê Duy Hưng với nhiệt huyết vô hạn cho công nghệ khoan địa chất, nay đã là CTCP Tập đoàn Đua Fat với hàng nghìn các bộ công nhân viên kỹ sư. Đặc điểm làm nên thương hiệu Đua Fat trên thị trường chính là dấu ấn khi tham gia xây dựng các công trình lớn, trọng điểm như: Khu liên hợp nhà máy gang thép và cảng nước sâu Hòa Phát Dung Quất - Bình Sơn Quãng Ngãi, Khu du lịch trên cao Bà Nà Hills ....","số 15, Liền kề 10, KĐT Xa La, Phúc La, Hà Đông, Hà Nội",duafat.com.vn
DGT,Công nghiệp,"Công ty cổ phần chuyên xây dựng về giao thông trong khu vực. Công ty đã có đội ngũ cán bộ, công nhân lành nghề lâu năm trong ngành cầu đường và đang hoạt động với phương thức đa ngành nghề và khép kín các sản phẩm. Với những yếu tố trên sự phát triển ngành xây dựng cơ bản, xây dựng cơ sở hạ tầng của công ty trong những năm tới là đầy triển vọng.","Số 200, đường Nguyễn Ái Quốc, P. Trảng Dài, TP. Biên Hòa, T. Đồng Nai;",https://dgtc.vn/
DRI,Vật liệu cơ bản,"Việc sản xuất và tiêu thụ sản phẩm của Công ty chủ yếu thực hiện tại Công ty con do Công ty đầu tư 100% vốn là Công ty TNHH Cao su Đắk Lắk tại Lào. Công ty con tại Lào hiện đang quản lý 9.326,79 ha, trong đó diện tích cây cao su 8.810,5 ha, điều 498.64 ha, bạch đàn 17.65 ha. Sản phẩm của Công ty được kiểm nghiệm bởi hệ thống phòng kiểm nghiệm đạt tiêu chuẩn ISO/IEC 17025, được quản lý bởi hệ thống quản lý đạt tiêu chuẩn ISO 9000:2015.","số 59 Cao Thắng, P. Tân An, Tp. Buôn Ma Thuột, Tỉnh Đăk Lăk",dri.com.vn
DVN,Y tế,"Hoạt động chính của Tổng Công ty hiện nay là đầu tư vào các công ty dược thành viên trong đó có những doanh nghiệp đứng hàng đầu trên thị trường dược phẩm trong nước. Nhiều doanh nghiệp được thành viên của Tổng Công ty có năng lực tài chính mạnh, mạng lưới phân phối rộng khắp và nhà máy sản xuất GMP với công nghệ hiện đại. Hiện nay Tổng Công ty là một trong 3 đơn vị được Bộ y tế cho phép tiến hành nghiên cứu tương đương sinh học. Năng lực nghiên cứu tương đương sinh học của Tổng Công ty là khoảng 20 nghiên cứu mỗi năm.","Số 12 phố Ngô Tất Tố, phường Văn Miếu, quận Đống Đa, thành phố Hà Nội",vinapharm.com.vn
EIN,Tài chính,"Đội ngũ lãnh đạo chủ chốt trong Hội đồng quản trị và Ban giám đốc Công ty là những người có kinh nghiệm trong lĩnh vực quản trị các dự án, hoạt động kinh doanh bất động sản, có sự kết hợp hài hòa giữa yếu tố kinh doanh với kỹ năng quản trị công ty. Công ty có đội ngũ cán bộ quản lý điều hành có trình độ đại học, sau đại học giàu kinh nghiệm. Công ty có quy trình, quy chế làm việc hiệu quả, bộ máy quản lý tinh gọn, nhạy bén cùng đội ngũ cán bộ công nhân viên có chuyên môn cao, giàu kinh nghiệm là yếu tố quan trọng quyết định đến thành công của Công ty trên thị trường.","04 Nguyễn Siêu, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh",www.ecinvest.vn
EVF,Tài chính,"Trải qua chặng đường gần 10 năm hoạt động và phát triển mạnh mẽ với những thành tích kinh doanh vượt trội, Công ty đã nhiều lần được ghi nhận là một tổ chức tài chính uy tín với dnah hiệu Tập thể Lao động xuất sắc ngành Ngân hàng - Ngân hàng Nhà nước. Không những thế, so với một số Công ty tài chính hàng đầu tại Việt Nam, Công ty có kết quả hoạt động với hiệu quả cao. Chính việc tận dụng những lợi thế kinh doanh sẵn có đã giúp Công ty khẳng định vị thế vững chắc cũng như xây dựng được thương hiệu uy tín của mình trên thị trường - là công ty tài chính tổng hợp hàng đầu Việt Nam.","Tầng 14, 15 và 16 tháp B, tòa nhà EVN, số 11 Cửa Bắc, phường Trúc Bạch, quận Ba Đình, Hà Nội",www.evnfc.vn
G36,Công nghiệp,"Tổng công ty có thế mạnh truyền thống, thi công hàng nghìn công trình trong lĩnh vực thi công xây dựng các công trình, dân dụng, công nghiệp, giao thông, thủy lợi, thủy điện, nhiệt điện. Đầu tư kinh doanh bất động sản, đầu tư theo hợp đồng BOT, Sản xuất cơ khí, vận tải, rà phá bom mìn, vật liệu nổ, với lực lượng thiết bị hiện đại được nhập khẩu trực tiếp từ các nước tiên tiến trên thế giới như Mỹ, Nhật, Đức...Từ hiệu quả đạt được trên khắp mọi miền Tổ Quốc, Tổng công ty 36 là doanh nghiệp đầu tiên được Đảng Ủy Quân sự Trung ương, Bộ Quốc Phòng tin tưởng thí điểm thành công mô hình quản lý "" Công ty TNHH MTV"" đầu tiên trong Bộ Quốc Phòng và hiện đã được nhân rộng trong các doanh nghiệp quân đội.","Số 141 Hồ Đắc Di, phường Nam Đồng, quận Đống Đa, Hà Nội",www.36corporation.vn
HAC,Tài chính,"Haseco được thành lập vào năm 2003, là công ty chứng khoán đầu tiên và duy nhất có hội sở chính tại Hải Phòng cùng với đội ngũ cán bộ giàu kinh nghiệm và tận tình trong mọi dịch vụ, Haseco hướng tới mục tiêu lấy thị trường Hải Phòng làm trọng tâm và phát triển ra các tỉnh, thành phố khác. Trên địa bàn thành phố Hải Phòng, Haseco là Công ty chứng khoán được khách hàng tin cậy và nhớ đến đầu tiên với khả năng cung cấp hầu hết tất cả các dịch vụ về chứng khoán với chất lượng cao. Haseco đã củng cố được vị thế là Công ty chứng khoán hàng đầu tại Hải Phòng và đẩy mạnh phát triển mạng lưới của mình ra các thàn phố lớn trong phạm vi cả nước như Hà Nội, TP. HCM. Tầm nhìn của Haseco là phấn đấu trở thành 1 trong 10 công ty chứng khoán lớn nhất thị trường và trở thành đối tác tin cậy của Nhà đầu tư, khách hàng.","Số 24 Cù Chính Lan, phường Minh Khai, quận Hồng Bàng, thành phố Hải Phòng",www.haseco.vn
HD6,Tài chính,"Với phương châm "" hợp tác thân thiện- hướng tới thành công"", trải qua gần 30 năm xây dựng và phát triển, Handico 6 từ một đơn vị sửa chữa nhà cửa bé nhỏ ban đầu đã có những bước tiến và trưởng thành vượt bậc nhằm đáp ứng những yêu cầu đổi mới của nền kinh tế thị trường trong lĩnh vực xây dựng và kinh doanh nhà ở của thành phố. Thương hiệu Handico 6 đã tạo được chỗ đứng và không ngừng lớn mạnh, trở thành một trong những thương hiệu hàng đầu trong lĩnh vực phát triển nhà và khu đô thị mới ở Việt Nam.","Tầng 6A, tòa nhà Hỗn Hợp, lô đất C1, đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, thành phố Hà Nội",www.handico6.com.vn
HHV,Công nghiệp,"CTCP Quản lý và khai thác hầm đường bộ Hải Vân là công ty duy nhất được bộ Giao thông vận tải giao thông nhiệm vụ quản lý và khai thác hầm đường bộ Hải Vân. Thực hiện nhiệm vụ được giao, Công ty đã thành lập xí nghiệp bảo trì đường bộ và Hầm Hải Vân trực tiếp quản lý, vận hành và bảo trì thường xuyên công trình hầm đường bộ Hải Vân, đảm bảo an toàn cho các phương tiện tham gia giao thông qua hầm. Song song với việc quản lý hầm, công ty đã nổ lực khai thác việc vận chuyển xa máy và hành khách qua Hầm Hải Vân, sửa chữa các công trình giao thông, dân dụng, kết hợp sản xuất và kinh doanh nhũ tương nhựa đường, góp phần tăng thêm doanh thu cho Công ty.","Km11-500 Tuyến đường dẫn phía Nam hầm Hải Vân, P> Hòa Hiệp Bắc, Liên Chiểu, Tp. Đà Nẵng",www.hhv.com.vn
HMS,Công nghiệp,"Qua nhiều năm xây dựng và phát triển, Công ty đã tích lũy được nhiều kinh nghiệm trong công tác xây dựng các công trình công cộng và nhà ở. Uy tín của Công ty ngày càng được nâng cao và khẳng định. Hiện nay, Công ty là một trong ba Công ty có hiệu quả hoạt động cao của Tổng Công ty xây dựng Hà Nội trong các lĩnh vực xây lắp các công trình đặc biệt là các công trình dân dụng và các công trình công nghiệp. Một lợi thế quan trọng của Công ty là máy móc, thiết bị công nghệ hiện đại, đặc biệt là dàn thiết bị nâng hạ mới được đầu tư và được nhập khẩu từ các hãng nước ngoài uy tín. Nguồn nhân lực của Công ty có chất lượng cao, đội ngũ cán bộ kỹ sư, nhân viên có trình độ đại học trở lên chiếm 43% tổng số nhân viên toàn Công ty.","số 381 Đội Cấn, P. Liễu Giai, Q. Ba Đình, Tp.Hà Nội",www.hcmcc.com.vn
HSV,Vật liệu cơ bản,"Đối với các công ty thuần về hoạt động thương mại sắt thép phế liệu, thì Công ty cổ phần Gang thép Hà Nội là một trong những công ty có uy tín và là đối tác đáng tin cậy đối với khách hàng. Chúng tôi đánh giá nghành sắt thép phê liệu vẫn là ngành có tiềm năng tăng trưởng tốt, do nhu cầu đầu vào của các đơn vị sản xuất thép trong nước là rất lớn so với quy mô đầu ra hiện tại của Công ty. Vì vậy, trong các năm tới, Công ty sẽ tập trung nguồn lực để nâng cao sản lượng qua đó nâng quy mô doanh thu và lợi nhuận.","Số 68 Lưu Hữu Phước, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",https://gangthephanoi.com
